prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
TORDIS,1996,5,0.34685,0.03500,0.00000,0.38185,0.00000,43725
TORDIS,1996,6,0.37863,0.03838,0.00000,0.41701,0.00000,43725
TORDIS,1996,7,0.37363,0.03848,0.00000,0.41211,0.00000,43725
TORDIS,1996,8,0.36889,0.03782,0.00000,0.40671,0.00000,43725
TORDIS,1996,9,0.34576,0.03789,0.00000,0.38365,0.00000,43725
TORDIS,1996,10,0.14947,0.01575,0.00000,0.16521,0.00000,43725
TORDIS,1996,11,0.44293,0.04568,0.00000,0.48861,0.00000,43725
TORDIS,1996,12,0.42728,0.04451,0.00000,0.47179,0.00000,43725
TORDIS,1997,1,0.41611,0.04440,0.00000,0.46051,0.00000,43725
TORDIS,1997,2,0.33668,0.03485,0.00000,0.37153,0.00000,43725
TORDIS,1997,3,0.32915,0.03402,0.00000,0.36317,0.00000,43725
TORDIS,1997,4,0.28536,0.02924,0.00000,0.31460,0.00000,43725
TORDIS,1997,5,0.36502,0.03709,0.00000,0.40211,0.00000,43725
TORDIS,1997,6,0.33474,0.03403,0.00000,0.36876,0.00000,43725
TORDIS,1997,7,0.35967,0.03723,0.00000,0.39690,0.00000,43725
TORDIS,1997,8,0.35287,0.03649,0.00000,0.38936,0.00000,43725
TORDIS,1997,9,0.31894,0.03281,0.00000,0.35174,0.00000,43725
TORDIS,1997,10,0.33071,0.03402,0.00000,0.36472,0.00000,43725
TORDIS,1997,11,0.33645,0.03462,0.00000,0.37107,0.00000,43725
TORDIS,1997,12,0.35787,0.03717,0.00000,0.39504,0.00000,43725
TORDIS,1998,1,0.35151,0.03628,0.00000,0.38778,0.00000,43725
TORDIS,1998,2,0.30618,0.03166,0.00000,0.33784,0.00000,43725
TORDIS,1998,3,0.34526,0.03627,0.00000,0.38152,0.00000,43725
TORDIS,1998,4,0.31648,0.03274,0.00000,0.34922,0.00000,43725
TORDIS,1998,5,0.36950,0.03898,0.00000,0.40847,0.00000,43725
TORDIS,1998,6,0.36617,0.03787,0.00000,0.40403,0.00000,43725
TORDIS,1998,7,0.36085,0.03829,0.00000,0.39914,0.00000,43725
TORDIS,1998,8,0.10232,0.01080,0.00000,0.11313,0.00000,43725
TORDIS,1998,9,0.36853,0.03964,0.00000,0.40816,0.00000,43725
TORDIS,1998,10,0.37493,0.04014,0.00000,0.41507,0.00000,43725
TORDIS,1998,11,0.33449,0.03535,0.00000,0.36984,0.00000,43725
TORDIS,1998,12,0.37381,0.03811,0.00000,0.41192,0.00000,43725
TORDIS,1999,1,0.40520,0.04148,0.00000,0.44667,0.00000,43725
TORDIS,1999,2,0.36263,0.03709,0.00000,0.39971,0.00000,43725
TORDIS,1999,3,0.39581,0.04059,0.00000,0.43640,0.00000,43725
TORDIS,1999,4,0.37656,0.03865,0.00000,0.41521,0.00000,43725
TORDIS,1999,5,0.36929,0.03791,0.00000,0.40720,0.00000,43725
TORDIS,1999,6,0.38169,0.03944,0.00000,0.42113,0.00000,43725
TORDIS,1999,7,0.41452,0.04325,0.00000,0.45776,0.00000,43725
TORDIS,1999,8,0.39247,0.04062,0.00000,0.43309,0.00000,43725
TORDIS,1999,9,0.37597,0.03923,0.00000,0.41521,0.00000,43725
TORDIS,1999,10,0.13748,0.01411,0.00000,0.15159,0.00000,43725
TORDIS,1999,11,0.39563,0.04080,0.00000,0.43643,0.00000,43725
TORDIS,1999,12,0.41549,0.04352,0.00000,0.45901,0.00000,43725
TORDIS,2000,1,0.43103,0.04577,0.00000,0.47680,0.11154,43725
TORDIS,2000,2,0.39437,0.04144,0.00000,0.43581,0.10685,43725
TORDIS,2000,3,0.44099,0.04737,0.00000,0.48837,0.12223,43725
TORDIS,2000,4,0.12055,0.01274,0.00000,0.13329,0.03356,43725
TORDIS,2000,5,0.39558,0.04165,0.00000,0.43723,0.09104,43725
TORDIS,2000,6,0.38642,0.04101,0.00000,0.42743,0.10980,43725
TORDIS,2000,7,0.39603,0.04229,0.00000,0.43832,0.12352,43725
TORDIS,2000,8,0.35355,0.03782,0.00000,0.39138,0.12939,43725
TORDIS,2000,9,0.37900,0.04105,0.00000,0.42005,0.13646,43725
TORDIS,2000,10,0.14148,0.01574,0.00000,0.15722,0.05230,43725
TORDIS,2000,11,0.28441,0.03086,0.00000,0.31527,0.09519,43725
TORDIS,2000,12,0.42665,0.04799,0.00000,0.47464,0.12055,43725
TORDIS,2001,1,0.42488,0.04490,0.00000,0.46978,0.11034,43725
TORDIS,2001,2,0.36148,0.03864,0.00000,0.40012,0.09825,43725
TORDIS,2001,3,0.42212,0.04410,0.00000,0.46621,0.12700,43725
TORDIS,2001,4,0.42590,0.04394,0.00000,0.46983,0.09436,43725
TORDIS,2001,5,0.13403,0.01468,0.00000,0.14871,0.03400,43725
TORDIS,2001,6,0.42681,0.04634,0.00000,0.47316,0.09486,43725
TORDIS,2001,7,0.44768,0.04764,0.00000,0.49533,0.10054,43725
TORDIS,2001,8,0.38988,0.04128,0.00000,0.43115,0.08358,43725
TORDIS,2001,9,0.42563,0.04619,0.00000,0.47182,0.08969,43725
TORDIS,2001,10,0.44775,0.05219,0.00000,0.49994,0.09569,43725
TORDIS,2001,11,0.40914,0.04681,0.00000,0.45595,0.08922,43725
TORDIS,2001,12,0.46331,0.05442,0.00000,0.51773,0.08580,43725
TORDIS,2002,1,0.43791,0.05251,0.00000,0.49042,0.06489,43725
TORDIS,2002,2,0.43206,0.05052,0.00000,0.48258,0.07289,43725
TORDIS,2002,3,0.19274,0.02249,0.00000,0.21524,0.03411,43725
TORDIS,2002,4,0.38257,0.04399,0.00000,0.42656,0.10283,43725
TORDIS,2002,5,0.40501,0.04678,0.00000,0.45179,0.11269,43725
TORDIS,2002,6,0.35500,0.04071,0.00000,0.39571,0.12492,43725
TORDIS,2002,7,0.36849,0.04303,0.00000,0.41152,0.14184,43725
TORDIS,2002,8,0.39574,0.04319,0.00000,0.43893,0.16136,43725
TORDIS,2002,9,0.39806,0.04330,0.00000,0.44136,0.16486,43725
TORDIS,2002,10,0.41203,0.04582,0.00000,0.45785,0.14401,43725
TORDIS,2002,11,0.39516,0.04480,0.00000,0.43996,0.03860,43725
TORDIS,2002,12,0.41089,0.04584,0.00000,0.45673,0.13963,43725
TORDIS,2003,1,0.41314,0.04651,0.00000,0.45966,0.12052,43725
TORDIS,2003,2,0.38564,0.04475,0.00000,0.43039,0.12191,43725
TORDIS,2003,3,0.41528,0.04814,0.00000,0.46341,0.12682,43725
TORDIS,2003,4,0.37858,0.04334,0.00000,0.42192,0.12218,43725
TORDIS,2003,5,0.40672,0.04603,0.00000,0.45275,0.12746,43725
TORDIS,2003,6,0.37266,0.04210,0.00000,0.41476,0.13871,43725
TORDIS,2003,7,0.32930,0.03781,0.00000,0.36711,0.15049,43725
TORDIS,2003,8,0.31564,0.03583,0.00000,0.35146,0.13898,43725
TORDIS,2003,9,0.26382,0.03078,0.00000,0.29460,0.12381,43725
TORDIS,2003,10,0.16108,0.01818,0.00000,0.17926,0.07976,43725
TORDIS,2003,11,0.31435,0.03532,0.00000,0.34967,0.18183,43725
TORDIS,2003,12,0.35288,0.04015,0.00000,0.39303,0.19185,43725
TORDIS,2004,1,0.34536,0.03990,0.00000,0.38526,0.20329,43725
TORDIS,2004,2,0.29384,0.03418,0.00000,0.32802,0.16010,43725
TORDIS,2004,3,0.32977,0.03897,0.00000,0.36874,0.18732,43725
TORDIS,2004,4,0.32631,0.03811,0.00000,0.36441,0.17538,43725
TORDIS,2004,5,0.32765,0.03768,0.00000,0.36533,0.18019,43725
TORDIS,2004,6,0.32222,0.03732,0.00000,0.35954,0.16840,43725
TORDIS,2004,7,0.30735,0.03615,0.00000,0.34350,0.16700,43725
TORDIS,2004,8,0.33692,0.03952,0.00000,0.37644,0.20777,43725
TORDIS,2004,9,0.30876,0.03622,0.00000,0.34497,0.19971,43725
TORDIS,2004,10,0.29143,0.03384,0.00000,0.32528,0.19315,43725
TORDIS,2004,11,0.26429,0.03015,0.00000,0.29444,0.22022,43725
TORDIS,2004,12,0.22432,0.02635,0.00000,0.25067,0.21181,43725
TORDIS,2005,1,0.24882,0.02893,0.00000,0.27775,0.21189,43725
TORDIS,2005,2,0.22446,0.02637,0.00000,0.25083,0.13719,43725
TORDIS,2005,3,0.20236,0.02356,0.00000,0.22592,0.16365,43725
TORDIS,2005,4,0.27012,0.03136,0.00000,0.30147,0.21115,43725
TORDIS,2005,5,0.28026,0.03187,0.00000,0.31213,0.21509,43725
TORDIS,2005,6,0.26644,0.03048,0.00000,0.29692,0.20098,43725
TORDIS,2005,7,0.27872,0.03271,0.00000,0.31143,0.25508,43725
TORDIS,2005,8,0.25359,0.02986,0.00000,0.28344,0.26301,43725
TORDIS,2005,9,0.23620,0.02743,0.00000,0.26363,0.24250,43725
TORDIS,2005,10,0.20690,0.02380,0.00000,0.23069,0.15502,43725
TORDIS,2005,11,0.27554,0.03129,0.00000,0.30682,0.17476,43725
TORDIS,2005,12,0.26149,0.03035,0.00000,0.29183,0.20813,43725
TORDIS,2006,1,0.25257,0.02943,0.00000,0.28200,0.25333,43725
TORDIS,2006,2,0.21382,0.02477,0.00000,0.23858,0.28396,43725
TORDIS,2006,3,0.21222,0.02522,0.00000,0.23744,0.31791,43725
TORDIS,2006,4,0.16246,0.01908,0.00000,0.18155,0.29422,43725
TORDIS,2006,5,0.16629,0.01996,0.00000,0.18625,0.32825,43725
TORDIS,2006,6,0.13731,0.01609,0.00000,0.15340,0.31639,43725
TORDIS,2006,7,0.11782,0.01335,0.00000,0.13117,0.35511,43725
TORDIS,2006,8,0.02529,0.00286,0.00000,0.02815,0.08373,43725
TORDIS,2006,9,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2006,10,0.05694,0.00666,0.00000,0.06361,0.05746,43725
TORDIS,2006,11,0.13724,0.01659,0.00000,0.15383,0.24260,43725
TORDIS,2006,12,0.17285,0.01900,0.00000,0.19185,0.28819,43725
TORDIS,2007,1,0.19958,0.02110,0.00000,0.22068,0.19020,43725
TORDIS,2007,2,0.18357,0.02118,0.00000,0.20476,0.15537,43725
TORDIS,2007,3,0.22086,0.02551,0.00000,0.24637,0.21176,43725
TORDIS,2007,4,0.22706,0.02584,0.00000,0.25290,0.25547,43725
TORDIS,2007,5,0.21534,0.02448,0.00000,0.23982,0.25300,43725
TORDIS,2007,6,0.22983,0.02543,0.00000,0.25526,0.25298,43725
TORDIS,2007,7,0.22344,0.02490,0.00000,0.24833,0.28972,43725
TORDIS,2007,8,0.23030,0.02611,0.00000,0.25642,0.31085,43725
TORDIS,2007,9,0.19127,0.02175,0.00000,0.21302,0.30395,43725
TORDIS,2007,10,0.18264,0.02116,0.00000,0.20380,0.30281,43725
TORDIS,2007,11,0.13187,0.01511,0.00000,0.14699,0.22086,43725
TORDIS,2007,12,0.16955,0.01937,0.00000,0.18892,0.29958,43725
TORDIS,2008,1,0.19357,0.02236,0.00000,0.21592,0.42419,43725
TORDIS,2008,2,0.17067,0.01960,0.00000,0.19027,0.45053,43725
TORDIS,2008,3,0.16699,0.01877,0.00000,0.18576,0.47501,43725
TORDIS,2008,4,0.16524,0.01877,0.00000,0.18401,0.50404,43725
TORDIS,2008,5,0.18535,0.02130,0.00000,0.20666,0.67682,43725
TORDIS,2008,6,0.10359,0.01147,0.00000,0.11505,0.29799,43725
TORDIS,2008,7,0.10703,0.01206,0.00000,0.11909,0.31770,43725
TORDIS,2008,8,0.10428,0.01159,0.00000,0.11588,0.24425,43725
TORDIS,2008,9,0.09754,0.01106,0.00000,0.10860,0.21365,43725
TORDIS,2008,10,0.10578,0.01207,0.00000,0.11784,0.28092,43725
TORDIS,2008,11,0.10025,0.01147,0.00000,0.11172,0.28376,43725
TORDIS,2008,12,0.11251,0.01245,0.00000,0.12496,0.32473,43725
TORDIS,2009,1,0.10604,0.01199,0.00000,0.11803,0.33481,43725
TORDIS,2009,2,0.09890,0.01102,0.00000,0.10992,0.27231,43725
TORDIS,2009,3,0.10843,0.01257,0.00000,0.12100,0.35590,43725
TORDIS,2009,4,0.11390,0.01319,0.00000,0.12708,0.34222,43725
TORDIS,2009,5,0.02195,0.00250,0.00000,0.02444,0.04103,43725
TORDIS,2009,6,0.07870,0.00918,0.00000,0.08788,0.17090,43725
TORDIS,2009,7,0.09713,0.01139,0.00000,0.10851,0.31853,43725
TORDIS,2009,8,0.09519,0.01087,0.00000,0.10606,0.35829,43725
TORDIS,2009,9,0.07869,0.00935,0.00000,0.08804,0.31736,43725
TORDIS,2009,10,0.11515,0.01347,0.00000,0.12861,0.26647,43725
TORDIS,2009,11,0.10577,0.01230,0.00000,0.11808,0.28610,43725
TORDIS,2009,12,0.07878,0.00855,0.00000,0.08733,0.23744,43725
TORDIS,2010,1,0.03243,0.00351,0.00000,0.03594,0.04758,43725
TORDIS,2010,2,0.08059,0.00920,0.00000,0.08979,0.18156,43725
TORDIS,2010,3,0.07652,0.00878,0.00000,0.08529,0.23547,43725
TORDIS,2010,4,0.09067,0.01040,0.00000,0.10107,0.29674,43725
TORDIS,2010,5,0.05715,0.00663,0.00000,0.06378,0.19048,43725
TORDIS,2010,6,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2010,7,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2010,8,0.00597,0.00064,0.00000,0.00661,0.01114,43725
TORDIS,2010,9,0.05452,0.00603,0.00000,0.06055,0.07808,43725
TORDIS,2010,10,0.11772,0.01308,0.00000,0.13079,0.18989,43725
TORDIS,2010,11,0.10092,0.01134,0.00000,0.11226,0.18991,43725
TORDIS,2010,12,0.12146,0.01439,0.00000,0.13585,0.22106,43725
TORDIS,2011,1,0.08158,0.00924,0.00000,0.09082,0.24544,43725
TORDIS,2011,2,0.01947,0.00213,0.00000,0.02159,0.05847,43725
TORDIS,2011,3,0.02542,0.00240,0.00000,0.02782,0.02600,43725
TORDIS,2011,4,0.11269,0.01350,0.00000,0.12619,0.17886,43725
TORDIS,2011,5,0.11272,0.01328,0.00000,0.12601,0.16419,43725
TORDIS,2011,6,0.05483,0.00658,0.00000,0.06141,0.08026,43725
TORDIS,2011,7,0.08823,0.00993,0.00000,0.09816,0.14915,43725
TORDIS,2011,8,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2011,9,0.02431,0.00276,0.00000,0.02707,0.03452,43725
TORDIS,2011,10,0.02604,0.00306,0.00000,0.02910,0.02822,43725
TORDIS,2011,11,0.02389,0.00285,0.00000,0.02674,0.03579,43725
TORDIS,2011,12,0.01677,0.00190,0.00000,0.01867,0.02426,43725
TORDIS,2012,1,0.04337,0.00512,0.00000,0.04849,0.08298,43725
TORDIS,2012,2,0.05129,0.00628,0.00000,0.05757,0.09127,43725
TORDIS,2012,3,0.03432,0.00425,0.00000,0.03857,0.07113,43725
TORDIS,2012,4,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,5,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,6,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,7,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,8,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,9,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,10,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2012,11,0.05509,0.00670,0.00000,0.06178,0.06966,43725
TORDIS,2012,12,0.03867,0.00461,0.00000,0.04328,0.08119,43725
TORDIS,2013,1,0.03615,0.00430,0.00000,0.04045,0.07578,43725
TORDIS,2013,2,0.03647,0.00423,0.00000,0.04070,0.05946,43725
TORDIS,2013,3,0.05174,0.00629,0.00000,0.05803,0.11342,43725
TORDIS,2013,4,0.05572,0.00663,0.00000,0.06235,0.13388,43725
TORDIS,2013,5,0.06128,0.00703,0.00000,0.06831,0.16931,43725
TORDIS,2013,6,0.04580,0.00526,0.00000,0.05106,0.14773,43725
TORDIS,2013,7,0.04085,0.00486,0.00000,0.04571,0.12583,43725
TORDIS,2013,8,0.01036,0.00123,0.00000,0.01159,0.02827,43725
TORDIS,2013,9,0.00000,0.00000,0.00000,0.00000,0.00000,43725
TORDIS,2013,10,0.00011,0.00001,0.00000,0.00012,0.00014,43725
TORDIS,2013,11,0.06852,0.00799,0.00000,0.07651,0.14284,43725
TORDIS,2013,12,0.10149,0.01240,0.00000,0.11389,0.25732,43725
TORDIS,2014,1,0.08110,0.00988,0.00000,0.09098,0.21392,43725
TORDIS,2014,2,0.06932,0.00846,0.00000,0.07778,0.23048,43725
TORDIS,2014,3,0.06578,0.00789,0.00000,0.07367,0.26465,43725
TORDIS,2014,4,0.06264,0.00706,0.00000,0.06970,0.25101,43725
TORDIS,2014,5,0.04870,0.00555,0.00000,0.05424,0.23109,43725
TORDIS,2014,6,0.03573,0.00408,0.00000,0.03981,0.18957,43725
TORDIS,2014,7,0.03624,0.00420,0.00000,0.04044,0.19285,43725
TORDIS,2014,8,0.07565,0.00918,0.00000,0.08483,0.31438,43725
TORDIS,2014,9,0.05719,0.00693,0.00000,0.06412,0.30496,43725
TORDIS,2014,10,0.04137,0.00489,0.00000,0.04626,0.25023,43725
TORDIS,2014,11,0.06990,0.00796,0.00000,0.07786,0.27997,43725
TORDIS,2014,12,0.10221,0.01082,0.00000,0.11302,0.27317,43725
TORDIS,2015,1,0.09747,0.01006,0.00000,0.10753,0.22700,43725
TORDIS,2015,2,0.10305,0.01049,0.00000,0.11354,0.25089,43725
TORDIS,2015,3,0.11426,0.01210,0.00000,0.12636,0.30753,43725
TORDIS,2015,4,0.09293,0.00994,0.00000,0.10286,0.24957,43725
TORDIS,2015,5,0.11407,0.01245,0.00000,0.12652,0.20726,43725
TORDIS,2015,6,0.11907,0.01310,0.00000,0.13216,0.24083,43725
TORDIS,2015,7,0.11315,0.01147,0.00000,0.12462,0.24051,43725
TORDIS,2015,8,0.04834,0.00537,0.00000,0.05371,0.12880,43725
TORDIS,2015,9,0.06503,0.00718,0.00000,0.07221,0.18372,43725
TORDIS,2015,10,0.11050,0.01210,0.00000,0.12260,0.26279,43725
TORDIS,2015,11,0.08671,0.00951,0.00000,0.09623,0.22783,43725
TORDIS,2015,12,0.08979,0.00945,0.00000,0.09924,0.26593,43725
TORDIS,2016,1,0.08645,0.00923,0.00000,0.09568,0.24789,43725
TORDIS,2016,2,0.10038,0.01063,0.00000,0.11101,0.21521,43725
TORDIS,2016,3,0.12870,0.01416,0.00000,0.14286,0.28826,43725
TORDIS,2016,4,0.12636,0.01298,0.00000,0.13934,0.25485,43725
TORDIS,2016,5,0.11428,0.01166,0.00000,0.12594,0.23115,43725
TORDIS,2016,6,0.13615,0.01420,0.00000,0.15034,0.29535,43725
TORDIS,2016,7,0.13394,0.01392,0.00000,0.14786,0.32261,43725
TORDIS,2016,8,0.12338,0.01294,0.00000,0.13631,0.27577,43725
TORDIS,2016,9,0.09995,0.01030,0.00000,0.11025,0.23755,43725
TORDIS,2016,10,0.13555,0.01431,0.00000,0.14986,0.31513,43725
TORDIS,2016,11,0.13133,0.01368,0.00000,0.14502,0.31030,43725
TORDIS,2016,12,0.13060,0.01370,0.00000,0.14429,0.31771,43725
TORDIS,2017,1,0.10491,0.01088,0.00000,0.11579,0.24514,43725
TORDIS,2017,2,0.12029,0.01295,0.00000,0.13324,0.30058,43725
TORDIS,2017,3,0.13033,0.01385,0.00000,0.14418,0.32396,43725
TORDIS,2017,4,0.12334,0.01291,0.00000,0.13626,0.28248,43725
TORDIS,2017,5,0.11287,0.01177,0.00000,0.12464,0.26556,43725
TORDIS,2017,6,0.11413,0.01191,0.00000,0.12604,0.25550,43725
TORDIS,2017,7,0.12334,0.01321,0.00000,0.13655,0.29656,43725
TORDIS,2017,8,0.10532,0.01132,0.00000,0.11664,0.30152,43725
TORDIS,2017,9,0.08600,0.00900,0.00000,0.09500,0.25988,43725
TORDIS,2017,10,0.08383,0.00864,0.00000,0.09247,0.14676,43725
TORDIS,2017,11,0.06629,0.00722,0.00000,0.07351,0.18104,43725
TORDIS,2017,12,0.08623,0.00924,0.00000,0.09547,0.29167,43725
TORDIS,2018,1,0.08059,0.00885,0.00000,0.08944,0.29312,43725
TORDIS,2018,2,0.07522,0.00887,0.00000,0.08409,0.26888,43725
TORDIS,2018,3,0.08302,0.00962,0.00000,0.09264,0.33768,43725
TROLL,1990,1,0.08398,0.00553,0.00000,0.08951,0.00000,46437
TROLL,1990,2,0.10197,0.00697,0.00000,0.10893,0.00000,46437
TROLL,1990,3,0.11254,0.00766,0.00000,0.12020,0.00000,46437
TROLL,1990,4,0.10268,0.00701,0.00000,0.10970,0.00000,46437
TROLL,1990,5,0.10727,0.00738,0.00000,0.11466,0.00000,46437
TROLL,1990,6,0.10005,0.00681,0.00000,0.10685,0.00000,46437
TROLL,1990,7,0.09929,0.00676,0.00000,0.10605,0.00000,46437
TROLL,1990,8,0.08550,0.00573,0.00000,0.09123,0.00000,46437
TROLL,1990,9,0.08112,0.00548,0.00000,0.08660,0.00000,46437
TROLL,1990,10,0.09040,0.01656,0.00000,0.10696,0.00000,46437
TROLL,1990,11,0.05908,0.00523,0.00000,0.06430,0.00000,46437
TROLL,1990,12,0.03320,0.00225,0.00000,0.03545,0.00000,46437
TROLL,1991,1,0.03704,0.03134,0.00088,0.06926,0.00000,46437
TROLL,1991,2,0.02666,0.13784,0.00332,0.16783,0.00000,46437
TROLL,1991,3,0.02546,0.21546,0.00473,0.24565,0.00000,46437
TROLL,1991,4,0.03387,0.28014,0.00530,0.31931,0.00000,46437
TROLL,1991,5,0.00160,0.27494,0.00571,0.28225,0.00000,46437
TROLL,1991,6,0.00000,0.29422,0.00565,0.29987,0.00000,46437
TROLL,1991,7,0.00000,0.17174,0.00377,0.17551,0.00000,46437
TROLL,1991,8,0.00000,0.15472,0.00288,0.15759,0.00000,46437
TROLL,1991,9,0.00000,0.25354,0.00488,0.25842,0.00000,46437
TROLL,1991,10,0.00000,0.13015,0.00273,0.13288,0.00000,46437
TROLL,1991,11,0.00000,0.35681,0.00626,0.36307,0.00000,46437
TROLL,1991,12,0.00000,0.36517,0.00660,0.37177,0.00000,46437
TROLL,1992,1,0.00000,0.33698,0.00602,0.34300,0.00000,46437
TROLL,1992,2,0.00000,0.19139,0.00341,0.19480,0.00000,46437
TROLL,1992,3,0.00000,0.37245,0.00610,0.37855,0.00000,46437
TROLL,1992,4,0.00000,0.38574,0.00678,0.39252,0.00000,46437
TROLL,1992,5,0.00000,0.31514,0.00562,0.32076,0.00000,46437
TROLL,1992,6,0.00000,0.24562,0.00466,0.25028,0.00000,46437
TROLL,1992,7,0.00000,0.36242,0.00625,0.36867,0.00000,46437
TROLL,1992,8,0.00000,0.40176,0.00729,0.40905,0.00000,46437
TROLL,1992,9,0.00000,0.37704,0.00697,0.38402,0.00000,46437
TROLL,1992,10,0.00000,0.36069,0.00645,0.36713,0.00000,46437
TROLL,1992,11,0.00000,0.28973,0.00563,0.29536,0.00000,46437
TROLL,1992,12,0.00000,0.28356,0.00551,0.28907,0.00000,46437
TROLL,1993,1,0.00000,0.29253,0.00574,0.29827,0.00000,46437
TROLL,1993,2,0.00000,0.27696,0.00613,0.28309,0.00000,46437
TROLL,1993,3,0.00000,0.23994,0.00506,0.24500,0.00000,46437
TROLL,1993,4,0.00000,0.28401,0.00615,0.29016,0.00000,46437
TROLL,1993,5,0.00000,0.28316,0.00572,0.28888,0.00000,46437
TROLL,1993,6,0.00000,0.20645,0.00542,0.21187,0.00000,46437
TROLL,1993,7,0.00000,0.37923,0.00660,0.38583,0.00000,46437
TROLL,1993,8,0.00000,0.32212,0.00682,0.32894,0.00000,46437
TROLL,1993,9,0.00000,0.34397,0.00606,0.35003,0.00000,46437
TROLL,1993,10,0.00000,0.35461,0.00666,0.36126,0.00000,46437
TROLL,1993,11,0.00000,0.32248,0.00594,0.32843,0.00000,46437
TROLL,1993,12,0.00000,0.08476,0.00160,0.08636,0.00000,46437
TROLL,1994,1,0.00000,0.27236,0.00503,0.27739,0.00000,46437
TROLL,1994,2,0.00000,0.31823,0.00644,0.32467,0.00000,46437
TROLL,1994,3,0.00000,0.20364,0.00389,0.20753,0.00000,46437
TROLL,1994,4,0.00000,0.30364,0.00612,0.30976,0.00000,46437
TROLL,1994,5,0.00000,0.32712,0.00721,0.33433,0.00000,46437
TROLL,1994,6,0.00000,0.32430,0.00654,0.33084,0.00000,46437
TROLL,1994,7,0.00000,0.31947,0.00673,0.32620,0.00000,46437
TROLL,1994,8,0.00000,0.32106,0.00668,0.32774,0.00000,46437
TROLL,1994,9,0.00000,0.31158,0.00644,0.31801,0.00000,46437
TROLL,1994,10,0.00000,0.25830,0.00565,0.26396,0.00000,46437
TROLL,1994,11,0.00000,0.29613,0.00610,0.30223,0.00000,46437
TROLL,1994,12,0.00000,0.05376,0.00105,0.05480,0.00000,46437
TROLL,1995,1,0.00000,0.14682,0.00336,0.15018,0.00000,46437
TROLL,1995,2,0.00000,0.25522,0.00568,0.26090,0.00000,46437
TROLL,1995,3,0.00000,0.17999,0.00408,0.18407,0.00000,46437
TROLL,1995,4,0.00000,0.28780,0.00644,0.29424,0.00000,46437
TROLL,1995,5,0.00000,0.28740,0.00675,0.29415,0.00000,46437
TROLL,1995,6,0.00000,0.21454,0.00469,0.21923,0.00000,46437
TROLL,1995,7,0.00000,0.12095,0.00331,0.12426,0.00000,46437
TROLL,1995,8,0.00000,0.06471,0.00147,0.06619,0.00000,46437
TROLL,1995,9,0.21807,0.21970,0.00465,0.44242,0.00000,46437
TROLL,1995,10,0.83589,0.17408,0.00216,1.01213,0.00000,46437
TROLL,1995,11,0.88579,0.21352,0.00346,1.10277,0.00000,46437
TROLL,1995,12,0.93155,0.06121,0.00000,0.99276,0.00000,46437
TROLL,1996,1,0.95389,0.21622,0.00379,1.17389,0.00000,46437
TROLL,1996,2,0.91903,0.25079,0.00452,1.17435,0.00000,46437
TROLL,1996,3,1.01971,0.31257,0.00506,1.33734,0.00000,46437
TROLL,1996,4,0.99460,0.16943,0.00232,1.16634,0.00000,46437
TROLL,1996,5,1.03697,0.33727,0.00598,1.38021,0.00000,46437
TROLL,1996,6,1.01984,0.32574,0.00459,1.35018,0.00000,46437
TROLL,1996,7,1.22940,0.87182,0.02021,2.12143,0.00000,46437
TROLL,1996,8,1.21610,0.67715,0.01441,1.90766,0.00000,46437
TROLL,1996,9,1.17113,1.23034,0.03233,2.43380,0.00000,46437
TROLL,1996,10,1.24973,1.44897,0.03463,2.73332,0.00000,46437
TROLL,1996,11,1.16284,1.24550,0.03169,2.44004,0.00000,46437
TROLL,1996,12,1.23117,1.34451,0.03404,2.60972,0.00000,46437
TROLL,1997,1,1.28845,1.56000,0.04034,2.88878,0.00000,46437
TROLL,1997,2,1.16779,1.41609,0.03730,2.62119,0.00000,46437
TROLL,1997,3,1.29025,1.32470,0.03482,2.64977,0.00000,46437
TROLL,1997,4,1.23157,0.93714,0.02636,2.19507,0.00000,46437
TROLL,1997,5,1.26672,0.73817,0.01799,2.02288,0.00000,46437
TROLL,1997,6,1.20380,0.63630,0.01492,1.85502,0.00000,46437
TROLL,1997,7,1.23602,1.17681,0.03203,2.44486,0.00000,46437
TROLL,1997,8,0.88450,0.88630,0.02343,1.79423,0.00000,46437
TROLL,1997,9,1.26084,1.23062,0.03246,2.52393,0.00000,46437
TROLL,1997,10,1.29680,1.78744,0.04488,3.12912,0.00000,46437
TROLL,1997,11,1.20230,2.02370,0.05401,3.28001,0.00000,46437
